"Location.City","Location.State","Location.Country","Data.Shape","Data.Encounter duration","Data.Description excerpt","Location.Coordinates.Latitude ","Location.Coordinates.Longitude ","Dates.Sighted.Year","Dates.Sighted.Month","Date.Sighted.Day","Dates.Sighted.Hour","Dates.Sighted.Minute","Dates.Documented.Year","Dates.Documented.Month","Dates.Documented.Day"
"ann arbor","MI","US","rectangle","2.0","Rectangular Craft seen over Ann Arbor&#44 Mi.","42.2708333","-83.7263889","2012","2","26","19","18","2012","3","13"
"ann arbor","MI","US","rectangle","30.0","Rectangular box-shaped UFO spotted northwest of Ann Arbor&#44 Michigan in the summer of 2006","42.2708333","-83.7263889","2006","7","5","13","0","2007","6","12"
"ann arbor","MI","US","triangle","5.0","A triangular shaped craft containing one lit circle at each vertex was spotted flying over a park just after midnight.","42.2708333","-83.7263889","2013","6","16","0","23","2013","7","3"
"ann arbor","MI","US","triangle","300.0","Two black triangular craft seen hovering over Ann Arbor airport.","42.2708333","-83.7263889","2008","7","20","21","35","2008","8","12"
"ann arbor","MI","US","triangle","300.0","Triangular shaped object seen on Aug&#44 19&#44 2004 near Ann Arbor&#44 MI","42.2708333","-83.7263889","2004","8","19","22","0","2004","8","24"
"ann arbor","MI","US","triangle","30.0","Three bright white lights across the front of one single vehicle.","42.2708333","-83.7263889","2014","2","2","21","30","2014","2","7"
"ann arbor","MI","US","triangle","30.0","Triangular UFO Seen Over Downtown Ann Arbor","42.2708333","-83.7263889","2011","3","27","11","15","2011","4","3"
"ann arbor","MI","US","triangle","120.0","Object was black and triangular with white lights on each corner","42.2708333","-83.7263889","2008","6","30","22","40","2008","8","12"
"ann arbor","MI","US","unknown","1800.0","Craft flashing many colors near Ann Arbor&#44 MI","42.2708333","-83.7263889","2009","9","14","4","30","2009","12","12"
"ann arbor","MI","US","unknown","3600.0","Bright white light hung in the night sky with flashing lights that radiated in all directions from it. I watched for an hour then left.","42.2708333","-83.7263889","2005","11","22","3","35","2005","12","16"
"armada","MI","US","cigar","5.0","I saw a silver red object that seemed to go about 2 milesin 3 seconds turn and gone.","42.8441667","-82.8844444","2008","2","21","17","30","2008","3","4"
"arnheim","MI","US","triangle","1200.0","Two thimble shaped U.F.O.s fly over head in broad daylight and make no sound. Bronze in color","46.9169444","-88.4825","1979","7","16","12","0","2002","3","19"
"attica","MI","US","circle","180.0","Attica&#44 MI","43.0302778","-83.1661111","2008","6","14","10","30","2008","7","5"
"attica","MI","US","disk","900.0","I am reporting this as it has been a long time and has bothered me for quite some time.  I was about 7 or 8 at the time my parents and","43.0302778","-83.1661111","1979","6","1","23","40","2004","3","2"
"attica","MI","US","light","180.0","3 lights flying with a Jet coming after them","43.0302778","-83.1661111","2006","2","20","21","30","2006","3","11"
"attica","MI","US","oval","2700.0","Two objects stationary in sky with multi-colored blinking lights.  ((NUFORC Note:  Possible twinkling stars??  PD))","43.0302778","-83.1661111","2013","4","21","22","15","2013","5","15"
"attica","MI","US","oval","900.0","feeling as i was pulled toward the craft that they were from another time&#44 and they were not here to harm us... 500 Lights On Objec","43.0302778","-83.1661111","1978","6","1","18","0","2008","4","17"
"attica","MI","US","oval","600.0","Bright craft viewed in northern sky&#44 craft hovered for 10 minutes while being watched with binoculars. Craft backed away slowly.","43.0302778","-83.1661111","2008","6","13","22","30","2008","7","5"
"auburn","MI","US","triangle","60.0","Triangle shaped with 3 bright white lights and one red on I-75 through Auburn","43.6033333","-84.0697222","2007","11","5","23","0","2007","11","28"
"auburn hills","MI","US","flash","5.0","Blue-green flash of light in Auburn Hills&#44 MI","42.6875","-83.2341667","2008","12","24","22","10","2009","1","10"
"auburn hills","MI","US","other","180.0","Five Dancing Dots","42.6875","-83.2341667","2005","4","9","13","0","2005","4","16"
"auburn hills","MI","US","sphere","600.0","it looded like a star but it was daylight and it moved","42.6875","-83.2341667","2004","9","12","17","30","2004","9","29"
"auburn hills","MI","US","unknown","1800.0","My girlfriend noticed a bright object in the western sky and then called me out to look.I thought it was a bright star until it moved f","42.6875","-83.2341667","2005","7","4","21","0","2005","9","2"
"auburn hills","MI","US","unknown","3600.0","Moving stars?","42.6875","-83.2341667","2008","6","29","23","0","2008","7","5"
"avoca","MI","US","formation","240.0","Seen a 3 light formation blinking in the sky until it slowly moved off and vanished","43.0619444","-82.6911111","2009","10","14","19","0","2009","12","12"
"bad axe","MI","US","triangle","60.0","was sitting on front porch saw a triangular shaped craft pass from north to south&#44had three lights that were dim like a satalite flew v","43.8019444","-83.0008333","2002","9","6","22","55","2002","9","13"
"baldwin","MI","US","fireball","120.0","large green &quot;comet&quot; with a very large orange tail extending at least 10x as long as the &quot;head&quot; traveling ESE .","43.9011111","-85.8516667","1999","11","16","19","5","1999","11","17"
"baldwin","MI","US","fireball","60.0","Orange Fireball object just above tree line in Western Michigan.","43.9011111","-85.8516667","2007","8","25","22","30","2007","10","8"
"baldwin","MI","US","unknown","120.0","orange/reddish colored light blinked&#44 reappeared different location &#44 made circles(moved) and disappeared","43.9011111","-85.8516667","2010","11","2","20","20","2010","11","21"
"bancroft","MI","US","light","1200.0","We were surrounded by these UFOs.","42.8786111","-84.0638889","1964","4","15","20","30","2008","6","12"
"bark river","MI","US","light","8580.0","Red white light low in the sky.  ((NUFORC Note:  Possible sighting of Vega in the northwest sky??  PD))","45.7102778","-87.3047222","2012","5","21","20","45","2012","5","29"
"baroda","MI","US","unknown","120.0","Red swiveling spotlight underneath low flying object","41.9575","-86.4855556","2011","8","25","21","0","2011","10","10"
"barryton","MI","US","circle","0.5","1 white light with a red 1 following it. it lasted a half a second. they left a haze &amp; trail that disapeared quickly.","43.7525","-85.1469444","2005","1","10","19","18","2005","1","19"
"barton city","MI","US","fireball","180.0","Multiple silent orange lights flashing on and off&#44 then going all out after a few minutes&#44 followed by sound of jets but none visible.","44.6841667","-83.6055556","2002","7","17","2","50","2004","2","12"
"barton hills","MI","US","diamond","120.0","hoovering mirror in the sky.","42.3219444","-83.7688889","2007","1","3","3","45","2007","2","1"
"battle creek","MI","US","circle","300.0","Bright white circular craft flying fast above the clouds until it disappeared.","42.3211111","-85.1797222","2011","10","2","18","0","2011","10","10"
"battle creek","MI","US","circle","1800.0","Several Multi-Colored flashing crafts spotted in the skys of Battle Creek&#44 Mi&#44 definitely not any kinda plane Ive ever seen.","42.3211111","-85.1797222","2009","8","13","23","53","2009","8","27"
"battle creek","MI","US","diamond","40.0","Silent UFO over Battle Creek MI on night of Eclipse.","42.3211111","-85.1797222","2003","11","8","22","0","2004","1","22"
"battle creek","MI","US","diamond","1500.0","object spinning making a whizzing noise flying at a high velocity.","42.3211111","-85.1797222","2001","7","7","13","8","2001","8","5"
"battle creek","MI","US","fireball","4.0","Bright Green Fire Ball with long tail falling from the sky","42.3211111","-85.1797222","2002","8","10","22","0","2002","10","28"
"battle creek","MI","US","fireball","2.0","Green fireball over the trees in Battle Creek Michigan.","42.3211111","-85.1797222","2011","7","26","20","45","2011","8","7"
"battle creek","MI","US","light","20.0","Bright light stays in one spot for a few seconds then dims and disappears within 3 sec.","42.3211111","-85.1797222","2004","11","7","16","22","2004","11","9"
"battle creek","MI","US","light","900.0","The light showed bright through the dense snow storm.","42.3211111","-85.1797222","1993","1","15","23","0","2004","1","17"
"battle creek","MI","US","sphere","120.0","1 sphere almost like a big star. moved from one side of the sky to the other in about 2 min. moving in all diretions and then dissapear","42.3211111","-85.1797222","2006","1","22","19","0","2006","2","14"
"battle creek","MI","US","sphere","7200.0","Glowing sphere seen in the day time sky over Battle Creek&#44 Michigan.","42.3211111","-85.1797222","2010","12","6","16","30","2011","1","5"
"battle creek","MI","US","teardrop","3600.0","multiple Orange/Red pulsating lights seen over Battle Creek During fireworks July 4&#44 2010","42.3211111","-85.1797222","2010","7","4","22","30","2010","7","10"
"battle creek","MI","US","triangle","420.0","Triangle UFO spotted with multiple helicpoters and balls of light&#44 all at night&#33","42.3211111","-85.1797222","2007","10","25","20","30","2007","11","28"
"battle creek","MI","US","triangle","45.0","((HOAX??))  Small triangular craft.","42.3211111","-85.1797222","2011","5","22","16","0","2011","5","29"
"battle creek","MI","US","triangle","120.0","Triangular shape&#44 noisless&#44&#44 object floated through sky over apartment building.","42.3211111","-85.1797222","2011","7","3","22","0","2012","1","24"
"bay city","MI","US","changing","7200.0","Two Lights varying in intensity over Bay City&#44 MI   ((NUFORC Note:  Sighting of Jupiter and Venus?  PD))","43.5944444","-83.8888889","2012","2","22","20","58","2012","3","13"
"bay city","MI","US","disk","10800.0","Disk&#44 at night&#44 left stream of lights&#44 time lapse.","43.5944444","-83.8888889","2005","7","23","1","56","2013","11","11"
"bay city","MI","US","light","300.0","Pack of small lights traviling west to east dancing in and around mantaining straight path 35-40.","43.5944444","-83.8888889","2011","5","24","4","0","2011","6","3"
"bay city","MI","US","teardrop","5.0","Reddish orange object heading South near James Clements","43.5944444","-83.8888889","2012","11","7","23","16","2012","11","19"
"bay city","MI","US","triangle","4.0","We witnessed a strange aircraft that traveled much higher&#44 faster and was a lot larger than anything we&#39ve ever seen or read about.","43.5944444","-83.8888889","2013","3","30","22","0","2013","4","12"
"bay city","MI","US","triangle","60.0","Huge non lite craft with spheres attached and trailing over Bay City Michigan.","43.5944444","-83.8888889","2005","9","26","23","48","2005","10","11"
"bay city","MI","US","triangle","360.0","Large triangular craft sighted during thunderstorm.","43.5944444","-83.8888889","2008","6","12","0","45","2008","8","12"
"bay city","MI","US","unknown","300.0","Above clouds&#44red light&#44moved very slow&#44it looked about as high as vapor trail from a jet.Cloud cover kept any .... We live about te","43.5944444","-83.8888889","2009","7","6","22","10","2009","8","5"
"bay city","MI","US","unknown","3000.0","Very bright white light low over Saginaw Bay&#44 MI.","43.5944444","-83.8888889","2011","6","13","2","0","2011","6","20"
"bellaire","MI","US","disk","60.0","Glowing disc","44.9802778","-85.2111111","2009","7","20","0","0","2009","8","5"
"bellaire","MI","US","triangle","1800.0","I heard a jet approx. 8 pm and looked up.  I not only saw the jet but also a slow moving&#44 large object heading north to south.  It was","44.9802778","-85.2111111","2001","11","15","20","0","2001","12","5"
"belleville","MI","US","circle","10.0","small circular silverish object in sky doing small circles in sky not like any airplane could do as fast and small of circle","42.2047222","-83.4852778","2002","3","21","17","35","2002","4","8"
"belleville","MI","US","disk","1200.0","hovering craftI was at a friends house in Belleville.  I went outside to watch the metor shower.  My friend was inside sleeping.  I","42.2047222","-83.4852778","2002","8","11","5","0","2002","8","16"
"belleville","MI","US","formation","3.0","I was walking dog&#44 herd something that sounded like geese flying overhead&#44 looked up&#44 and saw 6 to 8 side by side flickering lights fly","42.2047222","-83.4852778","2002","2","9","2","50","2002","2","22"
"belleville","MI","US","light","120.0","I was heading home to Dearborn from Kalamazoo eastbound on I-94&#44 and I saw what at first appeared to be an airplane coming from Detroit","42.2047222","-83.4852778","2011","8","6","21","45","2011","8","21"
"bellevue","MI","US","triangle","1200.0","Triangled shape UFO","42.4433333","-85.0180556","2004","6","14","23","11","2004","6","18"
"belmont","MI","US","triangle","1800.0","One large triangle craft&#44 20 small red&#44 clear&#44 and green lighted craft","43.0755556","-85.6091667","1995","10","14","20","5","2004","2","12"
"benton harbor","MI","US","disk","10800.0","Glowing disk shaped object hovering in same position for hrs. at times dissapear  then soon reappearing in same place .","42.1166667","-86.4541667","1975","6","1","2","0","2010","5","12"
"benzonia","MI","US","light","10.0","An object with white lights caught my eye&#44 stopped in the sky and sped off","44.6213889","-86.0991667","2001","11","9","19","15","2001","11","20"
"berkley","MI","US","egg","20.0","Orange UFO in Berkley&#44 MI","42.5030556","-83.1836111","2013","8","4","10","50","2013","8","30"
"berkley","MI","US","fireball","20.0","Red flashing ball of light or fire that flashed or flickered before disappearing into the night sky.","42.5030556","-83.1836111","2014","4","19","23","55","2014","4","24"
"berkley","MI","US","light","10.0","I witnessed a solid&#44 very bright orb (light)  make an 8-10 second scoot across the sky&#44 before dematerializing&#44 or vanishing.","42.5030556","-83.1836111","2013","7","13","0","0","2013","7","14"
"berkley","MI","US","triangle","60.0","Air force jets trailed by something.","42.5030556","-83.1836111","2009","7","8","23","0","2009","8","5"
"berkley","MI","US","unknown","360.0","Contrail of object falling to Earth","42.5030556","-83.1836111","2008","2","11","18","0","2008","2","14"
"berrien center","MI","US","triangle","180.0","I saw a huge&#44 silent &#44black&#44 triangular shaped object float over the treetops of my home","41.9566667","-86.2766667","1994","6","15","20","0","2007","2","24"
"berrien springs","MI","US","disk","300.0","I have seen two UFOs clearly.","41.9463889","-86.3388889","1976","6","30","12","0","2010","7","19"
"berrien springs","MI","US","light","1800.0","Erratically circling xenon colored light&#44 which moved a great distance East in a matter of minutes.","41.9463889","-86.3388889","2007","2","8","23","0","2007","2","24"
"beverly hills","MI","US","cigar","5.0","Fast moving&#44 low flying&#44 very large and long metallic object seen in daylight.","42.5238889","-83.2233333","2010","5","20","19","15","2010","6","3"
"beverly hills","MI","US","light","120.0","Two stationary bright objects&#44 there one minute&#44 gone the next&#33","42.5238889","-83.2233333","2009","11","11","19","0","2009","12","12"
"big bay","MI","US","circle","60.0","Hugh Round Object with 8 Rectangular Bright white Lights on bottom Moving very fast to the east&#44 about 30 to 60 seconds in sky &#44","46.8158333","-87.7283333","2013","5","4","23","50","2013","7","3"
"big rapids","MI","US","fireball","10.0","greenish fire ball coming down from sky with long tail on it.","43.6980556","-85.4836111","1998","10","28","21","30","1999","1","28"
"big rapids","MI","US","fireball","300.0","Green Light seen  flying towards Michigan with a yellowish-green trail.","43.6980556","-85.4836111","2008","3","10","7","10","2008","3","31"
"big rapids","MI","US","fireball","60.0","A green fireball appeared suddenly and lit the ground all around the neighborhood&#44 scaring my son and our dogs&#44 then disappeared.","43.6980556","-85.4836111","1998","11","1","1","30","1998","11","19"
"big rapids","MI","US","light","15.0","i watched  five objects flying low and fast just east of big rapids mich","43.6980556","-85.4836111","2008","9","26","6","25","2008","10","31"
"big rapids","MI","US","oval","600.0","Flying object observed over Big Rapids&#44 MI and eventually chased by SAC planes.","43.6980556","-85.4836111","1971","7","15","18","0","2005","2","8"
"birch run","MI","US","chevron","300.0","I went to the door to put my dog out.  I saw red and green lights coming across Birch Run Rd toward my house through the trees. I watch","43.2508333","-83.7941667","1997","12","2","20","30","1998","3","7"
"birch run","MI","US","disk","60.0","Craft was smaller than light aircraft was flying very low and seemed it was decending. It had 5 very bright lights 4 being red on the o","43.2508333","-83.7941667","1997","12","2","20","0","1998","6","2"
"birch run","MI","US","formation","10.0","Passing meteor?  Seen from my livingroom window&#44 looking south&#44 appeared to be 30 degrees above the horizon&#44 moving from West to East.","43.2508333","-83.7941667","1999","11","16","19","4","1999","11","23"
"birch run","MI","US","sphere","2.0","Object seen traveling North to South (meteor?)","43.2508333","-83.7941667","1999","11","28","20","53","1999","11","30"
"birmingham","MI","US","cylinder","4.0","A cylindrical ship&#44 blue in color&#44 heading accross and down&#44 and then dissapearing.","42.5466667","-83.2113889","2013","12","11","18","0","2013","12","12"
"birmingham","MI","US","unknown","300.0","Grey alien drills into my back when I was a child in the 1950&#39s","42.5466667","-83.2113889","1957","6","30","3","30","2013","7","3"
"blanchard","MI","US","light","3600.0","They look like stars&#44 but flicker&#33 They accelerate very fast&#44 &amp; brake just the same&#33  Move weird &amp; come in 3&#39s arranged in a triangle","43.5197222","-85.08","2009","12","1","23","0","2009","12","12"
"blanchard","MI","US","light","3600.0","I&#39m still seeing those flickering lights&#44 and according to the reports&#44 I&#39m not alone&#33&#33&#33  This time the colors are more vivid&#33&#33&#33&#33","43.5197222","-85.08","2010","2","18","1","0","2010","4","13"
"blanchard","MI","US","sphere","600.0","Orange orb or light in the night sky - Blanchard Michigan 8-8-9","43.5197222","-85.08","2009","8","8","23","10","2009","8","27"
"bloomfield","MI","US","diamond","1.0","It was a diamond shaped object with a round dot in the center. That shap was masked by a bright flash in a square or rectangle glow","42.5377778","-83.2330556","2006","12","9","22","15","2006","12","14"
"bloomfield hills","MI","US","cigar","2100.0","long blue cigar shape moving up into sky","42.5836111","-83.2455556","2008","11","12","22","9","2009","1","10"
"bloomfield hills","MI","US","cone","120.0","Fast moving&#44 low to treeline ufo","42.5836111","-83.2455556","2004","8","4","1","5","2004","8","11"
"bloomfield hills","MI","US","disk","600.0","Large disk with bright lights spotted over Metro Detroit","42.5836111","-83.2455556","2011","2","25","21","0","2011","3","10"
"bloomfield hills","MI","US","fireball","420.0","We saw this burning red  light which at first looked like airplane lights or a helicopter lights&#44 but for a helicopter it was too faraw","42.5836111","-83.2455556","2012","6","23","23","45","2012","7","4"
"bloomfield hills","MI","US","unknown","120.0","Two flying aircrafts morphed into one.","42.5836111","-83.2455556","2008","1","12","6","55","2008","1","21"
"boyne city","MI","US","diamond","1800.0","Diamond shape craft&#44 loud rumbling noise&#44 spinning lights over Northern Michigan","45.2166667","-85.0138889","2001","11","15","20","0","2001","11","20"
"boyne city","MI","US","triangle","360.0","candy cane shape across sky  followed by triangle over michigan northern sky","45.2166667","-85.0138889","2009","9","9","21","40","2009","12","12"
"boyne falls","MI","US","triangle","8.0","Triangle; no lights or sound","45.1680556","-84.9161111","2007","10","4","23","0","2007","10","8"
"bridgeport","MI","US","circle","600.0","Glowing object descends from sky and changes color from white to green - followed almost ten minutes later by strange flash in the sky.","43.3594444","-83.8816667","2000","8","3","22","30","2000","8","19"
"bridgeport","MI","US","light","240.0","4 bright red lights moved across sky.","43.3594444","-83.8816667","2013","6","14","23","15","2013","7","3"
"bridgman","MI","US","fireball","300.0","Vivid red craft.","41.9430556","-86.5569444","2013","5","28","22","0","2013","7","3"
"bridgman","MI","US","oval","300.0","Saw 2 UFO&#39s oval shaped near Michigan Indiana border along I 94 glowing plasma orange and visible 5 mins","41.9430556","-86.5569444","2012","6","23","21","30","2012","7","4"
"bridgman","MI","US","triangle","2.0","The objest was Triagular&#44 turned from red to orange to white&#44 and shot what looked like giant sparks from it.","41.9430556","-86.5569444","2002","6","1","0","30","2002","6","12"
"brighton","MI","US","changing","300.0","Glittery random lights near each other&#44 really strange stuff","42.5294444","-83.7802778","2010","9","9","21","30","2010","11","21"
"brighton","MI","US","circle","300.0","round revolving lights reflecting on the fog","42.5294444","-83.7802778","1978","10","11","23","0","2002","10","28"
"brighton","MI","US","circle","120.0","Large object with two bright lights&#44 passed overhead silently. Half-circles connected by rectangle.","42.5294444","-83.7802778","1991","11","27","20","15","2005","5","24"
"brighton","MI","US","fireball","780.0","7 orange orbs in night sky below cloudline&#33","42.5294444","-83.7802778","2009","8","21","20","53","2009","8","27"
"brighton","MI","US","light","120.0","High altitude lights traveling due North and due South","42.5294444","-83.7802778","2002","8","31","21","20","2002","9","6"
"brighton","MI","US","light","240.0","Odd Bright Orange Object in the sky","42.5294444","-83.7802778","2008","7","4","1","15","2008","7","5"
"brighton","MI","US","light","1200.0","Hovering lights in Brighton Mich night sky","42.5294444","-83.7802778","2012","9","22","20","45","2012","9","24"
"brighton","MI","US","light","900.0","Fast moving light stops in night sky","42.5294444","-83.7802778","2007","7","23","3","30","2007","8","7"
"brighton","MI","US","other","7.0","Brighton beam of light.","42.5294444","-83.7802778","2011","3","24","0","10","2011","4","3"
"brighton","MI","US","other","180.0","While walking at night&#44 I saw an object with rod-like extensions and colored lights move directly across my path in front of me.","42.5294444","-83.7802778","1984","7","15","23","0","2003","8","28"
"brighton","MI","US","sphere","180.0","Orange glowing sphere moving steadily across the night sky","42.5294444","-83.7802778","2007","7","7","1","30","2007","8","7"
"brighton","MI","US","triangle","7200.0","Southeast Michigan UFO flap February 1978","42.5294444","-83.7802778","1978","2","9","19","45","2008","6","12"
"brighton","MI","US","triangle","600.0","Bright light triangle hovering then swiftly changing directions the other way.","42.5294444","-83.7802778","2013","11","21","0","30","2013","12","2"
"brighton","MI","US","unknown","18000.0","Foreign lights in the sky.  ((NUFORC Note:  We suspectthat the witnesses were not viewing UFO&#39s.  Possible celestial bodies.  PD))","42.5294444","-83.7802778","2007","1","27","0","0","2007","2","1"
"brighton","MI","US","unknown","1.0","Streak of light like a reverse shooting star&#44 near horizon.","42.5294444","-83.7802778","2012","7","24","21","6","2012","8","5"
"britton","MI","US","triangle","300.0","A large&#44 low-hovering (not moving) craft with colored strobing lights around the bottom and it made no noise.","41.9866667","-83.8311111","1991","11","1","10","0","2005","2","24"
"brohman","MI","US","light","900.0","Flashing light making zig-zag patterns in sky&#44 as well as hovering.","43.6852778","-85.8158333","2004","11","2","20","0","2004","11","9"
"brooklyn","MI","US","egg","1500.0","Three (total) egged shaped flying lights over Brooklyn&#44 MI","42.1058333","-84.2483333","2008","6","14","23","0","2008","7","5"
"brooklyn","MI","US","light","180.0","A bright orange light moving slowly across the sky for 2-3 minutes.","42.1058333","-84.2483333","2012","7","29","22","5","2012","8","5"
"brooklyn","MI","US","light","120.0","Bright orange light flares&#44 changes into tight cluster of blinking lights that moves erratically over Brooklyn&#44 Michigan.","42.1058333","-84.2483333","2004","12","14","5","15","2005","1","11"
"brooklyn","MI","US","triangle","300.0","Orange &amp; Red triangular lighted with no sounds.","42.1058333","-84.2483333","2008","6","7","22","0","2008","7","5"
"brown city","MI","US","circle","300.0","It was a lighted flying object that flew at a high rate of speed and was able to manuever unlike anything I have ever seen&#33","43.2122222","-82.9897222","2002","10","29","22","30","2004","1","22"
"brown city","MI","US","sphere","2700.0","Orange Orbs Nightly In MI","43.2122222","-82.9897222","2011","10","19","21","0","2011","10","25"
"buchanan","MI","US","rectangle","300.0","Spotted a UFO with lights floating above treetops&#33","41.8272222","-86.3611111","2008","8","19","22","0","2008","10","31"
"burr oak","MI","US","disk","300.0","The two racers in Michigan.","41.8472222","-85.3186111","2005","11","28","22","0","2005","12","16"
"burt","MI","US","circle","180.0","A silent circular craft with lights on the side and three on the bottom as in a triangle.","43.2366667","-83.9063889","1978","10","3","18","0","2009","12","12"
"burton","MI","US","circle","3600.0","Burton Michigan&#44green red and white lights 7 or more east part of sky.  ((NUFORC Note:  Probably &quot;twinkling&quot; stars?  PD))","42.9994444","-83.6163889","2011","8","25","22","0","2011","10","10"
"burton","MI","US","fireball","300.0","Orange Fire Ball","42.9994444","-83.6163889","2011","7","6","22","0","2011","7","17"
"burton","MI","US","fireball","900.0","Fireball flies in the sky","42.9994444","-83.6163889","2008","7","5","22","45","2008","8","12"
"burton","MI","US","flash","0.5","Pulling into Kroger parking lot on Bristol road sky lit up blue and red &#44 nothing like I&#39ve ever seen before&#44 we exited truck to see it","42.9994444","-83.6163889","2013","12","22","19","1","2013","12","23"
"burton","MI","US","light","1800.0","Three red lights seen appearing disappearing&#44  and reappearing again in Burton&#44  MI","42.9994444","-83.6163889","2012","6","17","22","30","2012","7","4"
"cadillac","MI","US","circle","180.0","One birght and three dark UFOs seen in the skies over Cadillac&#44 Michigan","44.2519444","-85.4011111","2007","8","26","20","30","2007","10","8"
"cadillac","MI","US","fireball","120.0","softball size fire ball in sky","44.2519444","-85.4011111","2002","10","15","4","30","2003","4","22"
"cadillac","MI","US","oval","180.0","I saw an oval-shaped thing in the sky&#44 turning several times&#44 high above the clouds.","44.2519444","-85.4011111","2000","7","7","12","5","2000","7","11"
"canton","MI","US","changing","120.0","silvery twinkle and slowly turned into a silvery doughnut shaped liquidly fluid like structure","42.3086111","-83.4822222","2008","7","5","15","37","2009","4","14"
"canton","MI","US","circle","120.0","White circular shaped object appearing to intercept jet passenger plane","42.3086111","-83.4822222","2013","7","7","19","0","2014","4","11"
"canton","MI","US","circle","600.0","Four ufos flew out of atmosphere then continued around the would as far as we could see","42.3086111","-83.4822222","2012","7","21","11","30","2012","8","5"
"canton","MI","US","disk","300.0","Low&#44 fast flying discs spotted on busy main street.","42.3086111","-83.4822222","2000","9","15","19","6","2000","12","2"
"canton","MI","US","disk","180.0","Saucer with 3 Very Bright Lights Observed In Non Ballistic Flight&#44 Then Disappeared","42.3086111","-83.4822222","2007","9","13","6","55","2007","10","8"
"canton","MI","US","egg","20.0","Extremely bright flash of light&#44 faint crackling sound with electrical discharge as craft stopped in midair.","42.3086111","-83.4822222","2006","8","6","4","55","2013","2","28"
"canton","MI","US","fireball","300.0","we  saw a fireball in the sky while we were eating christmas dinner.","42.3086111","-83.4822222","2000","12","25","17","0","2001","2","18"
"canton","MI","US","fireball","120.0","While at work I was looking in the sky when I seen a Blueish/Green ball in the sky.It had a blueish/Green tail to it&#44the direction was","42.3086111","-83.4822222","1998","7","20","22","0","1998","11","1"
"canton","MI","US","formation","180.0","Two pulsing lights traveling in perfect formation","42.3086111","-83.4822222","2007","3","29","21","15","2007","4","27"
"canton","MI","US","light","300.0","Line of Lights over Canton&#44 MI","42.3086111","-83.4822222","2012","9","15","20","15","2012","9","24"
"canton","MI","US","light","240.0","Canton&#44 MI - Large - Brilliant -  Orange/Amber Star-Like U.F.O.S - shrink and dim down / then disappear &#33&#33&#33","42.3086111","-83.4822222","2011","9","11","21","30","2011","10","10"
"canton","MI","US","light","180.0","I was bicycling on MortonTaylor road around 7ish in the evening and suddenly saw long about 6 feet size in height lights moving from no","42.3086111","-83.4822222","2013","8","17","19","45","2013","8","30"
"canton","MI","US","light","120.0","3 bright lights traveling south&#44 Canton MI.","42.3086111","-83.4822222","2010","12","24","20","30","2011","1","5"
"canton","MI","US","other","600.0","3 section Metelic object sited in Canton Michigan","42.3086111","-83.4822222","2002","8","31","17","43","2002","9","13"
"canton","MI","US","oval","120.0","Oval shaped&#44 Gray colored&#44 and flying low and fast","42.3086111","-83.4822222","2003","11","12","9","0","2003","11","26"
"canton","MI","US","sphere","120.0","3 orange orbs 1000 feet off ground 100 yards apart in triangle formation then disappear.","42.3086111","-83.4822222","2014","3","9","22","0","2014","3","18"
"canton","MI","US","sphere","900.0","THE OBSERVANT SPHERE","42.3086111","-83.4822222","2007","7","21","15","30","2007","8","7"
"canton","MI","US","triangle","300.0","Tringular craft with bright white lights on the corners in S. Canton.","42.3086111","-83.4822222","2011","9","8","20","30","2011","10","10"
"canton","MI","US","triangle","180.0","Black triangle aircraft with white lights on each point&#44 completely silent&#44 seen flying low SW to NE.","42.3086111","-83.4822222","2013","10","10","20","35","2013","10","14"
"canton","MI","US","triangle","45.0","Twelve to eighteen white&#44 wing shaped craft flying northwest through Canton&#44 MI.","42.3086111","-83.4822222","2008","11","22","14","0","2009","1","10"
"canton","MI","US","triangle","3600.0","Triangular shaped UFO with lights at corners hovering at cloud height over home","42.3086111","-83.4822222","2009","10","1","9","0","2009","12","12"
"canton","MI","US","unknown","120.0","09/15/12 8:15 PM Canton MI one red light on each/no rear light/12 to 15 of them/some in formation others flying about by themselves","42.3086111","-83.4822222","2012","9","15","8","15","2012","9","24"
"canton","MI","US","unknown","120.0","UFO Encounter in Canton Michigan.","42.3086111","-83.4822222","1994","3","9","21","0","2007","4","27"
"capac","MI","US","circle","273.0","While letting my dog outside at roughly 4am I noticed a very bright light in the sky. It&#39s much much to bright for a star and I know wh","43.0125","-82.9280556","2012","8","18","4","0","2012","8","19"
"capac","MI","US","light","120.0","I woke up to take pain reliever at midnight&#44 turned on the tv and sat on the livingroom couch facing the window on my front porch. I th","43.0125","-82.9280556","2003","3","28","23","59","2003","4","22"
"carney","MI","US","circle","3600.0","Pictures of a distinct round shaped (beach ball sized) object - taken in a 10 minute sequence in the woods by a motion camera.","45.5866667","-87.5572222","2005","9","2","23","48","2005","9","15"
"caro","MI","US","cigar","5.0","White cigar-shaped object dissappears after being sighted.","43.4911111","-83.3969444","2009","1","2","4","5","2009","1","10"
"caro","MI","US","rectangle","20.0","Low flying object with two lights (front &amp; back) absent any engine noise acept for the increased sound of wind passing over the object.","43.4911111","-83.3969444","2010","9","10","19","0","2010","11","21"
"caro","MI","US","triangle","5.0","Triangle shaped object the size of 4 to 5 747 airliners with four glowing engines&#44 or lights on each leading side of craft that made no","43.4911111","-83.3969444","2001","11","22","3","0","2001","12","5"
